"happy","goodlife","satfin","degree","realinc","age","sex","polviews"
1,NA,2,1,42020,47,"male",7
2,4,1,1,14325,61,"female",2
3,4,3,4,NA,53,"male",5
1,4,2,3,21010,24,"female",5
2,4,2,1,51570,46,"male",4
2,2,1,1,28650,53,"male",6
1,2,3,1,28650,35,"male",4
1,2,1,1,42020,35,"male",4
1,NA,2,1,42020,36,"female",2
2,NA,3,1,42020,40,"female",3
2,NA,2,0,21010,53,"male",2
1,NA,2,2,NA,35,"male",4
2,2,2,1,24830,47,"male",3
3,NA,2,0,6876,42,"female",5
2,NA,3,1,10505,46,"female",4
2,NA,1,1,51570,55,"male",5
3,NA,3,0,14325,28,"female",4
2,2,2,1,34380,31,"male",4
1,2,2,4,NA,48,"male",3
2,NA,2,4,NA,71,"female",4
1,4,3,1,24830,40,"female",4
2,NA,2,1,34380,78,"female",4
2,2,3,3,NA,34,"male",5
2,1,3,1,34380,31,"male",4
2,2,1,4,34380,65,"female",3
3,NA,2,1,51570,75,"female",6
2,NA,2,4,NA,46,"female",4
3,NA,3,1,NA,47,"male",2
2,4,1,1,42020,46,"male",4
2,NA,2,1,51570,51,"female",3
2,2,2,3,NA,34,"female",5
1,NA,1,3,NA,48,"female",3
2,2,1,3,NA,35,"male",4
1,2,1,3,NA,38,"male",4
2,NA,1,3,NA,48,"male",4
2,NA,2,3,21010,29,"male",4
2,4,2,1,42020,52,"female",4
1,2,2,1,NA,50,"male",6
2,NA,1,3,NA,31,"male",3
1,3,1,3,51570,44,"female",5
2,2,2,4,NA,36,"male",4
2,NA,2,3,42020,41,"male",5
2,NA,2,4,NA,42,"female",5
2,2,1,4,NA,38,"male",5
2,NA,3,1,42020,57,"male",2
2,NA,3,3,NA,50,"female",NA
2,3,2,1,21010,58,"female",4
2,NA,2,0,NA,80,"male",7
2,NA,3,0,8595,55,"male",4
2,3,2,0,NA,79,"female",6
1,NA,1,1,42020,39,"female",5
2,NA,3,1,51570,45,"female",4
1,3,2,1,NA,33,"male",4
3,NA,2,1,16235,67,"female",1
2,NA,1,3,34380,30,"female",6
1,2,2,4,34380,56,"female",4
3,2,1,0,NA,47,"female",6
2,2,1,1,24830,71,"female",2
2,NA,2,4,42020,39,"male",7
2,2,3,1,34380,47,"male",3
2,NA,2,4,NA,48,"male",4
2,4,2,3,28650,73,"female",6
2,NA,3,3,34380,36,"female",5
1,NA,1,3,NA,57,"female",2
2,NA,1,1,14325,69,"female",6
1,4,1,1,NA,62,"male",4
1,NA,2,4,NA,53,"male",1
1,4,1,1,NA,75,"male",4
2,4,2,1,NA,68,"female",2
1,3,2,1,NA,31,"male",5
1,NA,3,0,24830,29,"female",5
2,NA,1,1,NA,41,"female",3
2,NA,3,3,34380,41,"male",3
2,NA,1,3,34380,44,"female",4
2,4,3,3,42020,45,"male",4
2,NA,2,1,51570,49,"male",4
1,1,2,3,NA,33,"male",4
1,NA,2,1,51570,65,"female",6
2,NA,3,1,24830,38,"male",6
2,NA,2,2,51570,39,"female",5
1,NA,2,1,24830,28,"female",2
2,1,2,1,NA,37,"male",3
2,4,2,1,21010,49,"female",4
2,NA,2,3,NA,56,"male",5
3,5,3,1,28650,43,"male",3
1,NA,1,3,28650,52,"female",2
2,4,2,2,14325,68,"male",4
1,NA,1,2,NA,40,"female",4
2,2,3,1,14325,47,"female",3
2,NA,2,1,51570,20,"female",5
2,NA,1,2,NA,74,"female",4
3,2,2,1,34380,21,"male",2
1,2,2,1,42020,39,"male",4
3,4,1,3,27881.913,80,"male",4
2,4,3,1,16235,59,"female",6
2,4,1,3,27881.913,74,"female",6
1,NA,1,3,NA,73,"male",5
2,NA,3,4,34380,52,"female",3
1,2,3,1,42020,49,"female",4
2,NA,3,3,NA,41,"male",2
3,4,2,1,34380,54,"female",5
NA,5,2,1,21010,45,"male",1
2,2,3,3,42020,44,"female",2
2,NA,2,3,NA,32,"female",4
2,NA,3,3,28650,53,"male",4
2,2,2,1,NA,75,"female",3
2,4,3,2,21010,40,"female",5
2,NA,3,3,NA,28,"female",5
3,4,3,1,16235,27,"female",5
2,NA,3,3,42020,29,"female",4
1,NA,3,1,8595,55,"female",2
2,NA,2,1,42020,40,"male",3
3,NA,3,3,5730,45,"female",2
1,2,2,1,21010,73,"male",4
2,2,2,3,34380,33,"male",4
1,2,2,3,NA,35,"female",3
1,NA,1,3,24830,40,"male",2
3,3,1,3,42020,49,"female",2
2,NA,1,1,34380,57,"female",4
2,NA,2,2,24830,42,"female",4
2,2,1,1,1528,27,"female",6
2,NA,3,1,27881.913,35,"female",3
2,2,3,1,24830,27,"female",4
1,NA,2,0,2674,40,"female",NA
2,3,2,3,34380,45,"female",5
2,NA,1,1,24830,71,"female",4
1,NA,1,1,NA,43,"female",5
2,NA,1,3,51570,42,"male",2
2,2,2,3,42020,34,"female",4
2,NA,2,1,NA,35,"female",4
2,3,3,1,NA,44,"male",5
1,NA,1,0,NA,18,"male",7
2,4,3,4,NA,49,"male",2
3,NA,3,1,12415,67,"male",3
2,NA,3,2,51570,47,"female",5
2,2,2,3,NA,37,"male",5
1,NA,2,3,51570,34,"female",4
3,4,3,2,14325,70,"male",4
1,2,2,1,42020,30,"female",2
2,2,1,3,28650,49,"female",6
2,NA,1,3,42020,62,"female",4
NA,1,1,3,42020,61,"male",6
1,2,1,1,34380,27,"female",4
2,2,3,1,10505,24,"male",5
2,NA,2,1,NA,20,"female",5
3,4,2,3,34380,28,"male",6
2,NA,2,1,12415,71,"male",4
3,NA,3,1,10505,23,"male",1
2,3,2,3,42020,53,"female",6
2,3,3,1,24830,NA,"female",4
2,NA,3,1,NA,20,"female",4
3,3,3,1,21010,38,"female",2
3,5,3,1,28650,40,"female",2
2,2,3,1,42020,46,"male",6
3,NA,3,1,16235,55,"female",4
2,NA,2,1,27881.913,64,"female",6
2,NA,3,1,42020,45,"female",4
2,2,3,0,42020,33,"male",3
1,NA,1,1,51570,32,"female",5
2,3,1,1,24830,42,"female",4
3,NA,3,2,34380,51,"female",2
2,2,3,3,27881.913,28,"female",2
1,NA,1,1,24830,66,"female",4
1,NA,3,0,12415,29,"male",1
3,NA,3,1,1528,30,"male",2
3,1,2,1,14325,54,"male",4
2,NA,2,1,16235,42,"male",4
2,2,3,0,4966,82,"female",NA
1,4,2,1,34380,33,"male",7
2,NA,2,0,51570,20,"male",2
1,NA,2,1,28650,37,"male",6
2,NA,2,2,28650,59,"male",4
2,NA,3,1,14325,40,"female",1
1,NA,2,0,5730,22,"female",2
1,2,3,1,8595,33,"female",4
1,1,2,1,27881.913,30,"female",2
1,4,2,0,42020,61,"male",5
1,NA,3,0,10505,37,"male",2
2,NA,2,1,21010,75,"male",4
2,2,1,1,28650,72,"male",3
2,1,3,1,10505,48,"male",3
2,2,3,0,27881.913,19,"female",7
2,4,3,1,42020,59,"female",2
2,5,3,0,28650,63,"female",6
2,5,3,1,8595,49,"female",5
1,2,2,1,24830,52,"female",4
1,1,1,1,34380,28,"male",6
2,NA,1,1,27881.913,83,"male",4
2,NA,1,4,NA,75,"male",4
2,NA,2,1,NA,20,"male",4
2,4,2,1,24830,40,"female",4
2,2,2,1,28650,42,"female",6
1,NA,2,3,51570,34,"male",3
2,NA,2,2,28650,42,"female",3
2,NA,3,3,28650,33,"female",2
2,2,1,1,51570,30,"female",5
2,NA,2,1,21010,70,"female",4
1,4,2,1,NA,77,"female",6
2,NA,NA,1,NA,37,"male",NA
1,2,1,3,21010,52,"male",6
2,4,2,1,16235,58,"female",5
2,NA,1,1,21010,85,"female",7
1,NA,1,4,NA,49,"male",6
2,NA,1,1,NA,54,"male",6
2,NA,2,1,24830,28,"female",4
1,2,2,3,28650,42,"female",5
3,NA,3,0,14325,49,"male",7
2,2,2,1,42020,40,"male",6
3,NA,2,1,34380,51,"female",4
2,2,2,0,8595,74,"female",1
2,2,2,1,21010,76,"female",3
1,2,1,3,NA,52,"male",5
2,NA,1,0,NA,19,"female",2
1,NA,2,0,NA,26,"male",3
2,3,2,1,34380,41,"male",6
2,NA,2,0,NA,89,"female",4
2,1,3,0,NA,34,"female",2
2,NA,3,1,10505,29,"male",2
3,1,3,1,NA,58,"female",3
3,3,1,1,14325,28,"male",4
2,NA,1,1,16235,20,"female",4
2,4,3,1,42020,61,"male",4
1,2,1,0,3438,54,"female",2
2,NA,2,1,27881.913,46,"male",6
2,NA,3,0,2674,45,"female",1
2,NA,3,1,21010,24,"female",2
2,NA,3,1,10505,30,"male",3
2,NA,2,0,21010,19,"male",4
2,2,2,1,10505,49,"female",3
2,2,3,1,NA,33,"male",3
2,NA,3,2,4202,53,"female",2
2,NA,2,1,24830,33,"male",4
2,NA,2,1,2674,79,"female",4
2,NA,3,0,4202,67,"female",NA
2,5,3,1,12415,32,"male",2
1,NA,1,1,42020,57,"male",5
2,1,2,2,24830,37,"female",4
2,4,2,4,24830,44,"male",6
2,2,1,3,NA,28,"female",5
2,NA,2,3,34380,34,"male",4
3,NA,NA,1,NA,89,"male",NA
2,NA,2,1,42020,63,"female",5
3,2,2,1,NA,49,"male",4
2,3,1,4,10505,67,"female",2
3,NA,2,3,21010,27,"female",4
2,2,1,3,51570,49,"female",4
2,NA,3,2,28650,33,"female",3
2,2,2,3,24830,28,"male",5
2,2,2,3,51570,46,"male",5
1,NA,2,4,21010,28,"female",2
2,4,2,1,24830,68,"male",4
2,2,2,3,21010,25,"male",3
2,NA,2,4,34380,27,"male",5
1,NA,2,1,NA,25,"male",3
2,2,3,2,NA,63,"male",5
1,4,1,3,NA,28,"female",4
1,2,2,2,42020,36,"male",4
2,NA,3,0,16235,37,"female",5
3,4,3,3,24830,49,"male",4
2,2,2,1,10505,37,"male",4
1,NA,2,1,NA,34,"female",5
1,1,1,3,51570,29,"male",4
1,NA,1,1,NA,68,"female",4
2,NA,3,1,51570,39,"female",4
1,NA,2,0,14325,29,"female",7
2,NA,1,3,NA,47,"male",5
1,2,2,3,34380,28,"female",4
2,NA,3,4,34380,36,"male",4
1,2,2,3,51570,25,"female",3
1,NA,1,4,51570,48,"male",6
1,2,1,1,51570,32,"female",6
3,2,2,3,NA,34,"male",4
2,NA,1,0,NA,75,"male",5
1,NA,1,4,51570,30,"female",3
1,NA,3,1,10505,83,"female",4
1,3,2,3,34380,29,"female",7
2,NA,2,1,NA,32,"male",3
2,NA,2,3,51570,33,"male",5
3,3,3,2,34380,30,"female",4
2,2,2,1,34380,44,"male",5
1,NA,1,1,NA,64,"male",4
2,1,3,1,21010,50,"female",4
2,NA,3,1,8595,27,"female",6
2,2,1,4,34380,53,"female",4
2,4,2,2,NA,46,"female",6
3,4,3,0,14325,56,"male",NA
2,2,2,1,34380,44,"male",3
2,NA,3,1,1528,35,"male",4
2,2,2,1,34380,51,"male",3
2,NA,3,0,16235,47,"female",3
2,NA,3,3,21010,42,"female",5
2,2,2,3,28650,82,"male",4
1,2,2,3,12415,31,"male",2
2,NA,2,3,34380,34,"female",2
2,4,2,4,28650,42,"male",3
1,4,2,1,12415,35,"female",2
2,2,2,3,24830,49,"male",3
2,2,3,NA,5730,23,"male",2
2,NA,3,1,5730,44,"female",3
3,NA,3,0,4966,23,"female",1
3,1,3,0,NA,61,"female",4
2,3,NA,1,10505,35,"female",4
2,5,3,0,42020,66,"female",3
3,NA,2,1,382,20,"female",1
2,NA,1,0,5730,20,"female",4
3,NA,1,1,8595,71,"female",2
2,NA,2,1,34380,32,"female",3
2,NA,2,4,NA,25,"female",4
3,NA,3,1,NA,20,"male",5
2,4,2,4,NA,42,"male",6
1,NA,2,2,51570,68,"female",4
2,NA,2,4,10505,65,"male",3
1,5,2,3,NA,63,"male",5
2,3,1,3,NA,33,"female",4
2,NA,1,4,NA,52,"male",7
3,NA,3,1,8595,34,"male",3
2,4,3,0,14325,53,"male",1
2,NA,3,1,24830,25,"female",6
2,NA,2,1,2674,40,"female",4
3,4,3,1,14325,29,"male",3
2,4,2,1,24830,22,"female",5
2,NA,3,1,4202,32,"female",4
2,NA,3,1,8595,24,"male",4
2,NA,3,1,12415,60,"male",4
3,NA,3,1,5730,37,"female",3
2,NA,2,1,42020,60,"male",4
1,4,3,1,16235,32,"female",4
1,3,2,1,NA,65,"female",4
3,NA,3,1,10505,39,"male",3
3,4,3,1,8595,42,"male",4
1,NA,2,3,24830,40,"male",4
2,NA,2,1,8595,54,"male",4
2,NA,3,0,6876,68,"male",4
2,1,3,1,24830,35,"male",3
1,NA,1,1,28650,80,"female",6
1,2,2,1,28650,24,"male",6
2,2,1,1,51570,52,"female",2
1,2,3,4,34380,44,"female",NA
1,NA,2,3,42020,53,"female",6
2,2,1,3,21010,35,"female",2
2,1,1,1,42020,36,"male",3
2,2,2,3,34380,50,"male",3
1,2,3,0,27881.913,67,"female",2
2,NA,1,1,14325,68,"male",5
1,2,2,1,51570,49,"female",NA
2,4,3,3,5730,73,"female",5
2,NA,2,1,24830,49,"female",5
2,NA,3,1,42020,62,"female",4
2,NA,3,1,21010,50,"male",6
2,NA,3,1,28650,60,"male",4
1,NA,1,0,28650,76,"female",5
1,2,1,3,42020,70,"male",5
2,NA,2,3,NA,41,"female",2
2,1,2,4,NA,44,"female",4
2,NA,1,3,34380,74,"female",3
2,2,2,3,NA,57,"female",3
2,4,1,0,10505,89,"male",5
2,NA,1,1,51570,31,"male",1
3,4,2,1,24830,40,"male",3
1,NA,1,3,NA,59,"female",4
1,NA,2,0,10505,19,"male",4
2,2,2,1,34380,34,"male",3
1,NA,3,1,34380,31,"female",2
2,2,2,1,21010,33,"male",3
1,NA,3,2,NA,35,"male",6
2,NA,2,1,NA,28,"female",5
1,NA,1,1,34380,66,"male",6
2,2,1,2,21010,41,"male",1
3,NA,3,1,34380,40,"female",3
1,1,1,2,14325,80,"male",4
2,NA,1,3,14325,26,"male",1
1,3,2,1,24830,43,"female",4
2,2,3,0,2674,77,"male",4
3,2,3,0,6876,43,"female",4
3,NA,3,0,2674,53,"female",3
1,NA,2,1,21010,38,"male",2
2,4,2,1,16235,56,"female",4
2,4,2,0,1528,53,"female",4
1,1,3,3,14325,63,"female",3
3,2,1,0,3438,31,"male",6
2,2,2,1,21010,50,"female",3
2,NA,2,1,28650,37,"male",4
3,NA,2,1,16235,41,"female",6
2,NA,1,0,21010,40,"male",4
2,2,2,0,NA,40,"female",2
2,NA,2,0,NA,52,"female",4
2,NA,3,1,8595,35,"female",5
2,4,3,1,34380,30,"male",4
2,2,2,2,51570,38,"female",3
2,2,1,1,28650,31,"female",6
2,NA,3,1,4202,29,"female",4
2,NA,2,1,34380,46,"male",5
1,2,1,1,34380,30,"female",4
1,NA,1,3,34380,34,"female",6
2,NA,1,2,NA,31,"female",6
2,NA,2,1,34380,42,"male",5
2,2,2,1,NA,70,"male",4
2,NA,2,0,14325,74,"female",3
2,2,2,3,21010,47,"female",4
2,2,2,0,24830,29,"female",4
1,NA,2,1,27881.913,46,"female",4
2,4,2,1,34380,31,"male",4
2,2,1,3,NA,57,"female",6
2,NA,3,2,28650,39,"male",6
2,NA,2,3,42020,36,"female",4
2,NA,2,4,NA,52,"female",4
2,NA,1,1,NA,61,"female",4
2,NA,2,1,NA,71,"female",6
1,1,2,1,34380,50,"male",6
2,NA,3,1,27881.913,60,"female",4
2,NA,2,4,34380,31,"male",6
1,NA,2,1,51570,30,"female",4
1,4,1,4,51570,60,"female",2
2,3,2,4,42020,48,"male",3
1,NA,1,4,NA,48,"male",6
1,2,2,3,NA,59,"male",7
1,2,1,4,NA,35,"female",2
2,NA,1,4,NA,47,"female",2
2,4,3,1,42020,43,"female",5
2,NA,1,4,34380,51,"female",6
1,NA,2,1,24830,20,"male",3
2,2,2,3,34380,52,"male",4
2,NA,2,4,NA,51,"male",3
2,2,2,3,NA,50,"female",3
2,NA,1,2,24830,37,"female",3
2,2,2,1,4202,68,"female",7
3,2,2,0,4202,69,"female",4
2,NA,2,0,NA,85,"female",2
3,1,3,0,1528,69,"male",5
1,4,1,0,4202,74,"female",5
3,5,3,0,2674,89,"male",2
2,NA,2,0,24830,67,"female",4
3,NA,3,1,10505,31,"female",2
3,4,3,1,4202,44,"female",4
3,NA,3,1,21010,36,"male",4
2,NA,2,1,NA,25,"female",6
2,2,1,0,NA,70,"male",4
2,1,2,1,16235,30,"female",3
3,4,3,1,3438,38,"female",4
1,NA,2,0,4202,34,"female",7
3,4,2,1,42020,34,"male",3
3,NA,2,1,24830,25,"female",2
1,2,1,1,24830,36,"male",4
2,2,3,3,NA,32,"male",5
1,4,3,1,24830,27,"female",4
1,1,1,1,27881.913,30,"male",2
2,NA,1,0,NA,19,"male",4
2,NA,2,1,NA,23,"male",5
1,NA,3,1,24830,61,"male",5
2,NA,2,1,NA,32,"female",4
2,2,1,1,16235,74,"male",4
3,NA,3,1,42020,28,"female",5
2,NA,3,1,8595,53,"female",4
2,2,2,3,NA,40,"male",4
2,NA,3,1,16235,39,"male",6
2,2,2,1,34380,61,"female",4
1,4,2,1,28650,37,"female",4
2,NA,2,1,28650,37,"female",6
2,3,1,NA,14325,76,"male",3
2,NA,1,1,NA,57,"female",6
2,4,1,3,34380,74,"female",5
1,2,2,3,51570,34,"male",4
1,2,2,3,51570,37,"female",4
2,4,2,1,42020,38,"male",5
1,NA,2,2,51570,31,"male",2
2,NA,3,1,24830,44,"female",4
2,NA,1,1,NA,82,"female",4
2,NA,3,1,12415,25,"female",4
3,2,1,1,NA,43,"female",6
2,NA,3,1,8595,27,"female",2
1,NA,2,2,42020,30,"female",4
2,2,3,3,27881.913,42,"male",4
2,NA,1,2,16235,23,"male",6
2,NA,1,1,42020,72,"male",2
2,2,2,3,51570,42,"female",5
3,2,3,1,4966,41,"female",4
2,NA,2,2,24830,29,"male",7
2,NA,3,1,28650,44,"female",3
2,1,1,0,NA,19,"female",2
3,4,2,1,2674,24,"female",5
3,NA,3,3,21010,38,"male",4
2,2,2,4,12415,40,"female",3
2,4,1,1,21010,69,"female",3
3,2,3,3,NA,73,"female",5
2,NA,2,1,8595,71,"female",3
3,4,3,3,NA,42,"male",6
2,2,2,1,10505,72,"female",4
2,NA,2,1,8595,85,"female",4
1,NA,2,1,28650,54,"female",4
2,2,3,0,6876,56,"female",4
3,NA,3,1,NA,49,"female",2
2,NA,2,1,12415,61,"female",4
2,2,3,0,10505,56,"female",6
2,NA,3,1,12415,61,"male",2
1,2,1,1,28650,53,"male",6
1,NA,1,3,24830,27,"female",NA
2,NA,3,0,NA,53,"female",4
3,4,2,1,27881.913,50,"female",1
1,2,2,1,12415,35,"female",6
2,NA,2,1,NA,57,"male",5
1,2,3,1,27881.913,43,"female",5
2,NA,1,1,27881.913,49,"female",2
2,NA,3,3,NA,26,"female",6
2,1,2,3,24830,30,"male",4
2,NA,3,3,12415,32,"female",2
2,1,2,2,34380,48,"male",6
2,2,2,1,1528,20,"male",5
3,NA,3,1,16235,43,"male",4
NA,4,3,0,10505,28,"male",4
2,NA,2,1,12415,79,"male",4
1,2,2,1,NA,53,"male",3
2,1,3,1,3438,40,"female",1
2,NA,1,0,6876,77,"female",4
2,NA,3,0,10505,29,"male",6
2,NA,1,1,24830,32,"male",6
3,4,3,0,12415,38,"female",4
2,1,3,1,28650,31,"male",5
2,2,1,1,34380,42,"female",3
2,2,1,0,8595,30,"male",4
2,NA,1,1,2674,78,"female",6
3,NA,2,1,51570,30,"male",4
2,NA,2,4,24830,44,"female",4
2,2,2,1,28650,41,"female",4
1,3,2,1,NA,87,"female",6
2,NA,2,1,34380,43,"female",4
1,2,1,4,42020,35,"male",2
2,NA,3,1,21010,36,"male",4
2,NA,1,1,NA,60,"female",4
2,1,2,3,24830,41,"male",3
2,NA,2,4,NA,34,"female",4
2,NA,2,3,51570,43,"female",2
1,2,1,1,382,21,"male",6
2,NA,1,4,12415,23,"male",2
2,NA,3,3,NA,30,"female",5
2,3,3,0,10505,41,"female",5
2,4,2,3,8595,25,"male",2
2,4,1,0,42020,37,"female",1
2,NA,1,1,34380,23,"male",4
2,3,3,1,24830,29,"female",3
2,NA,3,1,28650,27,"female",3
2,2,2,3,28650,42,"female",3
3,2,2,1,42020,38,"male",7
2,1,2,0,34380,32,"female",4
2,2,3,1,12415,31,"male",4
1,NA,2,4,24830,56,"female",2
1,2,2,4,NA,41,"male",1
1,NA,1,4,NA,46,"female",4
2,NA,2,4,34380,30,"male",4
1,2,1,3,28650,36,"female",2
2,2,3,1,382,46,"male",6
1,NA,1,1,34380,28,"female",2
1,1,2,3,16235,27,"male",6
2,NA,3,1,5730,83,"female",3
2,3,2,1,8595,86,"female",6
2,NA,2,1,21010,43,"female",2
2,NA,2,4,NA,34,"male",5
2,NA,2,4,NA,44,"male",3
1,NA,2,3,28650,36,"female",2
3,NA,2,1,34380,44,"female",3
2,2,3,1,3438,20,"female",2
1,2,1,1,24830,67,"female",4
2,NA,3,0,6876,35,"female",2
2,NA,2,1,51570,25,"male",1
2,2,2,3,34380,37,"female",3
1,2,1,3,42020,74,"male",2
3,2,3,1,12415,31,"male",4
2,NA,2,1,42020,46,"male",4
2,3,3,4,34380,37,"female",3
2,NA,3,1,51570,33,"male",4
2,1,2,2,8595,36,"female",2
3,2,2,0,2674,74,"female",6
1,NA,3,1,10505,30,"female",4
2,NA,2,1,NA,32,"female",7
1,NA,3,0,4966,72,"male",5
2,2,2,4,34380,49,"male",4
2,3,2,1,NA,52,"female",5
2,NA,1,1,NA,45,"male",3
2,NA,2,1,34380,42,"female",3
2,NA,3,3,21010,53,"female",6
3,4,2,3,51570,40,"female",5
2,NA,3,1,34380,44,"male",5
1,1,2,0,NA,54,"female",7
2,NA,2,0,34380,18,"male",5
1,2,1,1,NA,59,"female",6
2,2,2,1,51570,31,"female",4
2,2,1,2,NA,34,"male",3
1,NA,2,2,42020,27,"female",4
2,NA,2,0,34380,34,"male",7
1,NA,3,1,6876,26,"male",2
2,NA,3,1,NA,46,"male",4
NA,1,NA,NA,NA,43,"male",4
1,NA,2,1,42020,53,"male",6
2,2,2,1,51570,51,"female",4
3,NA,1,1,34380,46,"female",4
1,NA,1,1,2674,30,"female",3
3,1,3,1,8595,62,"female",4
2,NA,2,1,51570,43,"female",5
2,2,2,1,12415,42,"female",3
2,NA,2,3,34380,47,"male",6
2,NA,3,4,NA,48,"male",4
1,2,2,4,NA,49,"male",4
2,3,2,1,NA,42,"female",6
NA,5,2,1,NA,39,"female",3
1,NA,1,3,NA,44,"male",5
1,1,1,4,NA,41,"male",5
3,NA,3,3,NA,54,"male",5
3,2,2,0,NA,89,"female",6
2,NA,1,4,16235,82,"female",2
2,2,1,1,1528,85,"female",4
3,NA,1,0,8595,79,"female",4
2,NA,2,1,NA,71,"female",5
2,NA,2,1,NA,74,"female",6
2,NA,3,0,4966,45,"male",7
2,4,1,0,1528,80,"female",NA
2,2,3,0,8595,86,"male",4
3,NA,2,0,4966,72,"male",1
2,2,3,1,8595,24,"female",2
2,NA,1,3,42020,36,"male",4
3,NA,3,1,3438,81,"female",7
2,3,2,1,34380,40,"female",5
2,4,2,4,NA,47,"female",4
1,2,1,1,42020,67,"female",4
1,NA,2,4,NA,40,"female",4
2,NA,1,1,34380,51,"male",4
2,5,2,1,21010,40,"female",2
2,4,3,1,16235,52,"female",4
1,NA,3,1,NA,41,"female",3
1,NA,2,4,NA,75,"female",6
2,2,2,1,10505,69,"female",6
2,NA,1,3,NA,56,"female",6
2,1,1,3,NA,40,"female",4
2,NA,1,1,34380,72,"female",5
2,4,2,2,27881.913,36,"male",2
1,2,1,1,34380,59,"female",2
2,NA,3,4,34380,52,"female",3
2,NA,3,3,16235,36,"male",5
1,NA,1,3,NA,82,"female",2
2,2,2,3,NA,24,"female",3
2,NA,2,4,NA,33,"female",4
2,2,1,4,51570,34,"male",4
2,NA,2,1,24830,37,"male",5
1,2,1,1,51570,28,"male",4
1,NA,2,1,3438,70,"male",6
2,NA,2,3,21010,55,"female",4
2,4,2,4,8595,28,"female",4
1,NA,3,1,21010,72,"male",7
1,2,2,3,NA,39,"female",5
2,2,2,1,NA,38,"female",3
1,3,1,3,NA,47,"female",3
2,3,3,4,34380,50,"female",7
2,NA,2,3,42020,27,"female",2
3,3,2,2,34380,37,"female",NA
2,4,2,4,51570,47,"male",5
2,NA,2,3,NA,33,"female",6
2,NA,1,1,NA,49,"male",6
1,2,2,1,NA,68,"female",4
2,NA,2,1,8595,47,"female",5
1,4,2,1,NA,34,"female",6
2,NA,3,1,16235,53,"female",4
2,3,2,1,51570,32,"male",4
2,NA,2,1,NA,32,"female",4
2,NA,3,3,16235,32,"male",3
2,2,3,1,NA,26,"male",4
1,NA,1,3,NA,48,"female",6
3,4,2,3,NA,47,"female",6
2,1,1,4,NA,43,"female",2
1,NA,1,3,NA,53,"female",6
1,NA,2,1,NA,29,"female",6
2,2,1,3,NA,48,"male",6
NA,2,1,1,NA,50,"male",4
1,NA,2,1,NA,31,"female",2
2,NA,2,3,NA,26,"male",6
1,2,1,1,NA,47,"female",5
1,1,1,3,NA,50,"male",7
2,NA,2,1,NA,39,"female",4
1,2,2,2,27881.913,57,"male",4
2,NA,1,4,NA,39,"male",5
2,NA,1,3,NA,36,"male",6
NA,NA,NA,3,NA,74,"female",5
1,NA,2,2,NA,44,"female",4
1,NA,1,3,NA,52,"male",4
1,NA,1,3,NA,23,"female",4
1,2,1,3,NA,36,"female",5
2,4,3,1,27881.913,24,"female",4
2,NA,1,3,NA,33,"female",3
2,1,2,4,NA,47,"male",3
2,NA,2,0,34380,33,"female",4
3,5,3,3,28650,38,"male",6
2,NA,2,1,51570,43,"female",6
3,4,2,1,42020,36,"female",5
2,2,3,2,28650,57,"female",4
2,NA,2,4,NA,49,"male",7
1,3,2,3,28650,43,"female",6
2,NA,2,2,NA,39,"male",5
2,NA,1,0,24830,54,"female",4
2,NA,2,3,21010,28,"female",6
2,1,3,1,21010,37,"male",1
3,NA,3,1,5730,25,"female",6
2,2,3,1,1528,35,"female",4
2,2,3,1,NA,53,"male",3
3,4,2,0,10505,23,"female",4
2,2,3,1,NA,31,"male",1
1,NA,2,3,NA,48,"male",5
2,NA,2,3,42020,60,"male",5
2,NA,1,4,42020,38,"female",5
2,2,2,3,28650,39,"female",3
1,2,2,1,34380,32,"male",6
1,NA,2,4,NA,41,"female",4
1,2,1,1,NA,72,"female",6
2,4,2,3,NA,45,"male",5
2,NA,1,3,51570,40,"female",3
2,2,2,1,27881.913,70,"male",6
2,4,2,2,42020,42,"male",3
1,2,2,2,NA,36,"female",1
2,NA,1,3,34380,71,"male",4
1,NA,2,1,34380,26,"female",6
1,NA,2,3,51570,29,"female",2
2,1,3,1,6876,34,"female",4
1,5,2,1,51570,34,"female",5
2,2,2,1,24830,31,"female",5
2,NA,2,0,21010,19,"male",2
2,NA,2,0,42020,65,"female",3
2,3,2,1,10505,31,"female",4
3,NA,2,1,24830,30,"male",3
1,3,2,1,27881.913,66,"female",5
2,2,2,1,51570,40,"female",4
2,NA,1,3,10505,68,"male",4
2,NA,2,4,24830,38,"female",6
1,2,3,1,NA,66,"female",4
2,2,2,1,NA,37,"female",4
2,3,1,0,12415,80,"male",4
2,NA,3,1,8595,31,"male",2
1,NA,2,3,12415,27,"female",4
1,4,2,1,27881.913,31,"male",5
2,2,1,1,28650,46,"male",4
2,NA,2,1,NA,70,"female",4
3,NA,3,0,8595,43,"male",NA
2,2,3,1,4202,33,"male",4
3,2,3,1,1528,66,"male",6
2,NA,3,0,NA,52,"male",4
2,NA,3,2,382,68,"male",4
2,NA,2,0,3438,33,"male",4
2,2,3,1,6876,25,"female",3
2,4,2,1,12415,32,"female",4
2,NA,2,1,27881.913,34,"female",5
3,NA,3,0,4202,46,"female",5
2,4,2,0,4966,79,"male",3
2,2,3,1,51570,48,"female",3
3,NA,2,2,27881.913,33,"female",4
2,NA,2,1,21010,39,"female",4
